Código;nome;caloria;proteina;lipídio;carboidrato;Grupo
8502301;Mingau (fubá,  aveia, farinha, etc.) ;78,24;2,42;3,06;10,46;Miscelâneas
8502401;Tacacá ;16;2;0,6;0,4;Miscelâneas
8502501;Bolinho de coco ;297,32;6,71;5,8;54,89;Miscelâneas
8502701;Risoto;113,02;6,66;1,99;17,16;Miscelâneas
8502801;Vatapá ;226,07;13,77;15,61;9,28;Miscelâneas
8502901;Farofa pronta ;406;2,1;9,1;80,3;Miscelâneas
8503202;Caldo de carne ;7,02;1,36;14,33;0,45;Miscelâneas
8503203;Caldodefeijão ;75,5;4,78;1,77;10,33;Miscelâneas
8503204;Caldo de mocotó ;7,02;1,36;14,33;0,45;Miscelâneas
8503501;Baião de dois;136;6,2;3,2;20,4;Miscelâneas
8503801;Churrasco;204;30,67;9;14,33;Miscelâneas
8504201;Sushi;146,78;5,56;0,45;29,19;Miscelâneas
8504401;Salada de frutas ;51,24;0,62;0,14;13,31;Miscelâneas
8504501;Sopa (legumes, carne, etc.);28,78;1,63;0,78;3,81;Miscelâneas
8504801;Salpicão ;202,85;14,26;14,41;3,93;Miscelâneas
8505201;Charuto de repolho;84,91;9,63;1,3;8,75;Miscelâneas
8505401;Arroz à grega ;92,01;2,17;1,69;17,47;Miscelâneas
8505501;Arrumadinho;198,86;9,33;8,47;21,73;Miscelâneas
8505601;Bobó de camarão ;72,1;2,63;4,42;5,48;Miscelâneas
8505801;Cuscuz paulista ;142;2,6;4,6;22,5;Miscelâneas
8506001;Farofa de banana;309,55;1,66;11,17;52,89;Miscelâneas
8506101;Feijãotropeiro ;198,86;9,33;8,47;21,73;Miscelâneas
8506201;Galinha com arroz ;143,5;4,47;3,07;23,93;Miscelâneas
8506301;Galinhada ;143,5;4,47;3,07;23,93;Miscelâneas
8506401;Moqueca baiana ;130,13;13,62;7,54;1,66;Miscelâneas
8506501;Omelete ;241,62;11,04;21,26;0,98;Miscelâneas
8506601;Pirão ;119,65;8,05;5,76;8,9;Miscelâneas
8506701;Quibebe ;36,39;0,72;1,92;4,9;Miscelâneas
8506801;Quiche;282,73;10,34;20,44;13,85;Miscelâneas
8506901;Suflê ;126,1;5,11;9,17;6,4;Miscelâneas
8507001;Tutu ;123,76;5,41;1,64;22,34;Miscelâneas
8507101;Moqueca capixaba ;100,52;14,34;3,66;1,75;Miscelâneas
8507201;Maniçoba ;181,85;15,09;12,16;2,92;Miscelâneas
8507301;Caldo verde ;94,92;3,53;2,9;14,19;Miscelâneas
8507401;Arroz de cuxá;102,74;2,38;0,95;20,92;Miscelâneas
8507501;Angu à baiana;125,34;9,01;5,75;8,87;Miscelâneas
8507601;Chocolate;535;7,65;29,66;59,4;Miscelâneas
8507701;Gemada ;134,79;3,8;7,47;13,52;Miscelâneas
8507801;Açaí com granola;110;0,7;3,7;21,5;Miscelâneas
8507901;Suco orgânico ;41,83;0,59;0,14;9,81;Miscelâneas
8507902;Suco de abacaxi orgânico ;53,21;0,36;0,12;12,92;Miscelâneas
8507903;Suco de acerola orgânico ;23,06;0,4;0,3;4,81;Miscelâneas
8507906;Suco de goiaba orgânico ;62,28;0,37;0,14;15,62;Miscelâneas
8507907;Suco de laranja orgânico ;41,83;0,59;0,14;9,81;Miscelâneas
8507911;Suco de laranja cenoura e beterraba orgânico ;30,77;0,81;0,12;7,11;Miscelâneas
8507913;Suco de manga orgânico ;50,86;0,11;0,06;13,08;Miscelâneas
8507914;Suco de maracujá orgânico ;60,14;0,67;0,18;14,48;Miscelâneas
8507916;Suco de morango orgânico ;59,21;0,57;0,1;14,51;Miscelâneas
8507917;Suco de pêssego orgânico ;53,99;0,27;0,02;13,92;Miscelâneas
8507918;Suco de pêssego em calda orgânico ;53,99;0,27;0,02;13,92;Miscelâneas
8508003;Pizza pronta light ;255,57;14,6;8,45;29,82;Miscelâneas
8508004;Lasanha pronta light ;144,33;10,93;5,67;12,34;Miscelâneas
8508012;Macarrão pronto light ;189,86;5,65;7,18;25,54;Miscelâneas
8508017;Pizza portuguesa light;229,62;11,75;10,21;22,4;Miscelâneas
8508101;Farofa pronta light em pacote;406;2,1;9,1;80,3;Miscelâneas
8508301;Vaca atolada;245;11,6;15,05;15,05;Miscelâneas
8508401;Salada ou verdura crua, exceto de fruta;18;0,88;0,2;3,92;Miscelâneas
8508403;Outros legumes cozidos;60,5;1,24;0,14;14,12;Miscelâneas
8509801;Café da manha;31,44;1,72;1,69;2,57;Miscelâneas
8570107;Arroz com feijão;116,51;4,17;1,5;21,42;Miscelâneas
8570328;Pão com manteiga;369,5;6,81;16,1;48,84;Miscelâneas
8570330;Pão com ovo;261,3;10,84;10,38;29,91;Miscelâneas
8571110;Carne com batata, inhame, batatabaroa ou aipim ;188,2;12,97;10,5;10,01;Miscelâneas
8571112;Frango com batata, inhame batatabaroa ou aipim;153,7;16,31;5,04;10,01;Miscelâneas
8578404;Abobora com quiabo;21;1,3;0,14;4,71;Miscelâneas
8579002;Arroz carreteiro;154;10,8;7,1;11,6;Miscelâneas
8579003;Maria izabel;154;10,8;7,1;11,6;Miscelâneas
8579004;Arroz de leite;142,42;2,98;4,17;22,62;Miscelâneas
8579005;Arroz com mandioca;130,31;1,55;0,75;28,94;Miscelâneas
8579006;Arroz com ovo;179,11;8,09;9,43;14,5;Miscelâneas
8800109;Palma ;41,95;1,35;3,1;3,28;Miscelâneas
